"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EA19","STINT","TOT","PC_PA","M","2009-Q1","2.4565",
"EA19","STINT","TOT","PC_PA","M","2009-Q1","1.9431",
"EA19","STINT","TOT","PC_PA","M","2009-Q1","1.6355",
"EA19","STINT","TOT","PC_PA","M","2009-Q2","1.4223",
"EA19","STINT","TOT","PC_PA","M","2009-Q2","1.2817",
"EA19","STINT","TOT","PC_PA","M","2009-Q2","1.2279",
"EA19","STINT","TOT","PC_PA","M","2009-Q3","0.975",
"EA19","STINT","TOT","PC_PA","M","2009-Q3","0.8605",
"EA19","STINT","TOT","PC_PA","M","2009-Q3","0.7721",
"EA19","STINT","TOT","PC_PA","M","2009-Q4","0.7375",
"EA19","STINT","TOT","PC_PA","M","2009-Q4","0.7162",
"EA19","STINT","TOT","PC_PA","M","2009-Q4","0.712",
"EA19","STINT","TOT","PC_PA","M","2010-Q1","0.6797",
"EA19","STINT","TOT","PC_PA","M","2010-Q1","0.6617",
"EA19","STINT","TOT","PC_PA","M","2010-Q1","0.645",
"EA19","STINT","TOT","PC_PA","M","2010-Q2","0.6447",
"EA19","STINT","TOT","PC_PA","M","2010-Q2","0.6865",
"EA19","STINT","TOT","PC_PA","M","2010-Q2","0.7276",
"EA19","STINT","TOT","PC_PA","M","2010-Q3","0.8488",
"EA19","STINT","TOT","PC_PA","M","2010-Q3","0.8955",
"EA19","STINT","TOT","PC_PA","M","2010-Q3","0.8805",
"EA19","STINT","TOT","PC_PA","M","2010-Q4","0.9977",
"EA19","STINT","TOT","PC_PA","M","2010-Q4","1.042",
"EA19","STINT","TOT","PC_PA","M","2010-Q4","1.0217",
"EA19","STINT","TOT","PC_PA","M","2011-Q1","1.0172",
"EA19","STINT","TOT","PC_PA","M","2011-Q1","1.0867",
"EA19","STINT","TOT","PC_PA","M","2011-Q1","1.1755",
"EA19","STINT","TOT","PC_PA","M","2011-Q2","1.3212",
"EA19","STINT","TOT","PC_PA","M","2011-Q2","1.4251",
"EA19","STINT","TOT","PC_PA","M","2011-Q2","1.4886",
"EA19","STINT","TOT","PC_PA","M","2011-Q3","1.5976",
"EA19","STINT","TOT","PC_PA","M","2011-Q3","1.5521",
"EA19","STINT","TOT","PC_PA","M","2011-Q3","1.5365",
"EA19","STINT","TOT","PC_PA","M","2011-Q4","1.5759",
"EA19","STINT","TOT","PC_PA","M","2011-Q4","1.4847",
"EA19","STINT","TOT","PC_PA","M","2011-Q4","1.4261",
"EA19","STINT","TOT","PC_PA","M","2012-Q1","1.2222",
"EA19","STINT","TOT","PC_PA","M","2012-Q1","1.0483",
"EA19","STINT","TOT","PC_PA","M","2012-Q1","0.8585",
"EA19","STINT","TOT","PC_PA","M","2012-Q2","0.7443",
"EA19","STINT","TOT","PC_PA","M","2012-Q2","0.6849",
"EA19","STINT","TOT","PC_PA","M","2012-Q2","0.6589",
"EA19","STINT","TOT","PC_PA","M","2012-Q3","0.497",
"EA19","STINT","TOT","PC_PA","M","2012-Q3","0.3324",
"EA19","STINT","TOT","PC_PA","M","2012-Q3","0.2463",
"EA19","STINT","TOT","PC_PA","M","2012-Q4","0.2079",
"EA19","STINT","TOT","PC_PA","M","2012-Q4","0.192",
"EA19","STINT","TOT","PC_PA","M","2012-Q4","0.1855",
"EA19","STINT","TOT","PC_PA","M","2013-Q1","0.2049",
"EA19","STINT","TOT","PC_PA","M","2013-Q1","0.2234",
"EA19","STINT","TOT","PC_PA","M","2013-Q1","0.2061",
"EA19","STINT","TOT","PC_PA","M","2013-Q2","0.2089",
"EA19","STINT","TOT","PC_PA","M","2013-Q2","0.2012",
"EA19","STINT","TOT","PC_PA","M","2013-Q2","0.2103",
"EA19","STINT","TOT","PC_PA","M","2013-Q3","0.2214",
"EA19","STINT","TOT","PC_PA","M","2013-Q3","0.2259",
"EA19","STINT","TOT","PC_PA","M","2013-Q3","0.2232",
"EA19","STINT","TOT","PC_PA","M","2013-Q4","0.2258",
"EA19","STINT","TOT","PC_PA","M","2013-Q4","0.2234",
"EA19","STINT","TOT","PC_PA","M","2013-Q4","0.2735",
"EA19","STINT","TOT","PC_PA","M","2014-Q1","0.292",
"EA19","STINT","TOT","PC_PA","M","2014-Q1","0.2881",
"EA19","STINT","TOT","PC_PA","M","2014-Q1","0.3053",
"EA19","STINT","TOT","PC_PA","M","2014-Q2","0.3297",
"EA19","STINT","TOT","PC_PA","M","2014-Q2","0.3246",
"EA19","STINT","TOT","PC_PA","M","2014-Q2","0.2414",
"EA19","STINT","TOT","PC_PA","M","2014-Q3","0.205",
"EA19","STINT","TOT","PC_PA","M","2014-Q3","0.1916",
"EA19","STINT","TOT","PC_PA","M","2014-Q3","0.0971",
"EA19","STINT","TOT","PC_PA","M","2014-Q4","0.0826",
"EA19","STINT","TOT","PC_PA","M","2014-Q4","0.0809",
"EA19","STINT","TOT","PC_PA","M","2014-Q4","0.0809",
"EA19","STINT","TOT","PC_PA","M","2015-Q1","0.0627",
"EA19","STINT","TOT","PC_PA","M","2015-Q1","0.0482",
"EA19","STINT","TOT","PC_PA","M","2015-Q1","0.0272",
"EA19","STINT","TOT","PC_PA","M","2015-Q2","0.0047",
"EA19","STINT","TOT","PC_PA","M","2015-Q2","-0.0104",
"EA19","STINT","TOT","PC_PA","M","2015-Q2","-0.0139",
"EA19","STINT","TOT","PC_PA","M","2015-Q3","-0.0187",
"EA19","STINT","TOT","PC_PA","M","2015-Q3","-0.0277",
"EA19","STINT","TOT","PC_PA","M","2015-Q3","-0.037",
"EA19","STINT","TOT","PC_PA","M","2015-Q4","-0.0536",
"EA19","STINT","TOT","PC_PA","M","2015-Q4","-0.0876",
"EA19","STINT","TOT","PC_PA","M","2015-Q4","-0.1263",
"EA19","STINT","TOT","PC_PA","M","2016-Q1","-0.1461",
"EA19","STINT","TOT","PC_PA","M","2016-Q1","-0.1836",
"EA19","STINT","TOT","PC_PA","M","2016-Q1","-0.2285",
"EA19","STINT","TOT","PC_PA","M","2016-Q2","-0.2492",
"EA19","STINT","TOT","PC_PA","M","2016-Q2","-0.2572",
"EA19","STINT","TOT","PC_PA","M","2016-Q2","-0.2679",
"EA19","STINT","TOT","PC_PA","M","2016-Q3","-0.2945",
"EA19","STINT","TOT","PC_PA","M","2016-Q3","-0.2982",
"EA19","STINT","TOT","PC_PA","M","2016-Q3","-0.3016",
"EA19","STINT","TOT","PC_PA","M","2016-Q4","-0.309",
"EA19","STINT","TOT","PC_PA","M","2016-Q4","-0.3127",
"EA19","STINT","TOT","PC_PA","M","2016-Q4","-0.3158",
"EA19","STINT","TOT","PC_PA","M","2017-Q1","-0.3255",
"EA19","STINT","TOT","PC_PA","M","2017-Q1","-0.3286",
"EA19","STINT","TOT","PC_PA","M","2017-Q1","-0.3293",
"EA19","STINT","TOT","PC_PA","M","2017-Q2","-0.3304",
"EA19","STINT","TOT","PC_PA","M","2017-Q2","-0.3295",
"EA19","STINT","TOT","PC_PA","M","2017-Q2","-0.33",
"EA19","STINT","TOT","PC_PA","M","2017-Q3","-0.3304",
"EA19","STINT","TOT","PC_PA","M","2017-Q3","-0.3291",
"EA19","STINT","TOT","PC_PA","M","2017-Q3","-0.3294",
"EA19","STINT","TOT","PC_PA","M","2017-Q4","-0.3295",
"EA19","STINT","TOT","PC_PA","M","2017-Q4","-0.329",
"EA19","STINT","TOT","PC_PA","M","2017-Q4","-0.3279",
"EA19","STINT","TOT","PC_PA","M","2018-Q1","-0.3285",
"EA19","STINT","TOT","PC_PA","M","2018-Q1","-0.3285",
"EA19","STINT","TOT","PC_PA","M","2018-Q1","-0.3279",
"EA19","STINT","TOT","PC_PA","M","2018-Q2","-0.3285",
"EA19","STINT","TOT","PC_PA","M","2018-Q2","-0.3252",
"EA19","STINT","TOT","PC_PA","M","2018-Q2","-0.322",
"EA19","STINT","TOT","PC_PA","M","2018-Q3","-0.3207",
"EA19","STINT","TOT","PC_PA","M","2018-Q3","-0.319",
"EA19","STINT","TOT","PC_PA","M","2018-Q3","-0.3188",
"EA19","STINT","TOT","PC_PA","M","2018-Q4","-0.3177",
"EA19","STINT","TOT","PC_PA","M","2018-Q4","-0.3164",
"EA19","STINT","TOT","PC_PA","M","2018-Q4","-0.3119",
"EA19","STINT","TOT","PC_PA","M","2019-Q1","-0.308",
"EA19","STINT","TOT","PC_PA","M","2019-Q1","-0.3084",
"EA19","STINT","TOT","PC_PA","M","2019-Q1","-0.3092",
"EA19","STINT","TOT","PC_PA","M","2019-Q2","-0.3105",
"EA19","STINT","TOT","PC_PA","M","2019-Q2","-0.3119",
"EA19","STINT","TOT","PC_PA","M","2019-Q2","-0.3289",
"EA19","STINT","TOT","PC_PA","M","2019-Q3","-0.3649",
"EA19","STINT","TOT","PC_PA","M","2019-Q3","-0.4077",
"EA19","STINT","TOT","PC_PA","M","2019-Q3","-0.4176",
"EA19","STINT","TOT","PC_PA","M","2019-Q4","-0.4129",
"EA19","STINT","TOT","PC_PA","M","2019-Q4","-0.4013",
"EA19","STINT","TOT","PC_PA","M","2019-Q4","-0.3947",
"EA19","STINT","TOT","PC_PA","M","2020-Q1","-0.3911",
"EA19","STINT","TOT","PC_PA","M","2020-Q1","-0.4088",
"EA19","STINT","TOT","PC_PA","M","2020-Q1","-0.4166",
"EA19","STINT","TOT","PC_PA","M","2020-Q2","-0.254",
"EA19","STINT","TOT","PC_PA","M","2020-Q2","-0.272",
"EA19","STINT","TOT","PC_PA","M","2020-Q2","-0.376",
"EA19","STINT","TOT","PC_PA","M","2020-Q3","-0.4441",
"EA19","STINT","TOT","PC_PA","M","2020-Q3","-0.4797",
"EA19","STINT","TOT","PC_PA","M","2020-Q3","-0.4914",
"EA19","STINT","TOT","PC_PA","M","2020-Q4","-0.5091",
"EA19","STINT","TOT","PC_PA","M","2020-Q4","-0.5209",
"EA19","STINT","TOT","PC_PA","M","2020-Q4","-0.5381",
"EA19","STINT","TOT","PC_PA","M","2021-Q1","-0.5472",
"EA19","STINT","TOT","PC_PA","M","2021-Q1","-0.5411",
"EA19","STINT","TOT","PC_PA","M","2021-Q1","-0.5391",
"EA19","STINT","TOT","PC_PA","M","2021-Q2","-0.5382",
"EA19","STINT","TOT","PC_PA","M","2021-Q2","-0.5401",
"EA19","STINT","TOT","PC_PA","M","2021-Q2","-0.5429",
"EA19","STINT","TOT","PC_PA","M","2021-Q3","-0.5448",
"EA19","STINT","TOT","PC_PA","M","2021-Q3","-0.5476",
"EA19","STINT","TOT","PC_PA","M","2021-Q3","-0.545",
"EA19","STINT","TOT","PC_PA","M","2021-Q4","-0.5498",
"EA19","STINT","TOT","PC_PA","M","2021-Q4","-0.5674",
"EA19","STINT","TOT","PC_PA","M","2021-Q4","-0.582",
"EA19","STINT","TOT","PC_PA","M","2022-Q1","-0.5601",
"EA19","STINT","TOT","PC_PA","M","2022-Q1","-0.5315",
"EA19","STINT","TOT","PC_PA","M","2022-Q1","-0.4954",
"EA19","STINT","TOT","PC_PA","M","2022-Q2","-0.4479",
"EA19","STINT","TOT","PC_PA","M","2022-Q2","-0.3857",
"EA19","STINT","TOT","PC_PA","M","2022-Q2","-0.2392",
"EA19","STINT","TOT","PC_PA","M","2022-Q3","0.0366",
"EA19","STINT","TOT","PC_PA","M","2022-Q3","0.3947",
"EA19","STINT","TOT","PC_PA","M","2022-Q3","1.0109",
"EA19","STINT","TOT","PC_PA","M","2022-Q4","1.4277",
"EA19","STINT","TOT","PC_PA","M","2022-Q4","1.8252",
"EA19","STINT","TOT","PC_PA","M","2022-Q4","2.0663",
"EA19","STINT","TOT","PC_PA","M","2023-Q1","2.3449",
"EA19","STINT","TOT","PC_PA","M","2023-Q1","2.6403",